model,dataset,phase,scored_utterances,skipped_utterances,parameters,vram_load_gb,vram_peak_gb,eer_pct,min_tdcf,auc_roc,far_at_eer_pct,frr_at_eer_pct,accuracy_pct,precision,recall,f1,rtf_mean,rtf_median,rtf_p95,rtf_max,latency_mean_ms,latency_median_ms,latency_p95_ms
Filterpass-SAP v1,ASVspoof 2021 LA,eval,148176,0,94766211,0.35,0.61,13.88,0.4305,0.9310,13.88,13.88,86.12,0.4080,0.8612,0.5537,0.0021,0.0021,0.0031,0.0161,1.1,1.1,1.5
